PERMNO,NAMEDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,BEGEXCHDATE,ENDEXCHDATE
19631,2020-08-28,11,3,9999,41150T10,HCDI,HARBOR CUSTOM DEVELOPMENT INC,2020-08-28,2023-12-20
19632,2020-08-24,11,3,9999,43114Q10,HPK,HIGHPEAK ENERGY INC,2020-08-24,2023-12-29
19635,2020-08-19,11,3,9999,41319710,HRMY,HARMONY BIOSCIENCES HLDGS INC,2020-08-19,2023-12-29
19636,2020-08-04,12,3,9999,G4411D10,HSAQ,HEALTH SCIENCES ACQ CORP 2,2020-08-04,2023-12-29
19637,2020-08-04,73,3,6726,26922A14,IBBJ,E T F SERIES SOLUTIONS,2020-08-04,2021-12-02
19638,2020-08-07,12,3,0,G4690M10,IBEX,IBEX LTD,2020-08-07,2023-12-29
19639,2020-08-19,11,3,9999,45720L10,INBX,INHIBRX INC,2020-08-19,2023-12-29
19640,2020-08-12,11,3,9999,50116V10,KBNT,KUBIENT INC,2020-08-12,2023-11-16
19643,2020-08-12,12,3,9999,22101310,KOR,CORVUS GOLD INC,2020-08-12,2022-01-14
19644,2021-02-11,11,3,9999,72814P10,PLBY,PLBY GROUP INC,2020-08-27,2023-12-29
19645,2020-08-24,12,3,9999,58490H10,MDNA,MEDICENNA THERAPEUTICS CORP,2020-08-24,2023-11-01
19646,2020-08-06,12,3,9999,G5859B11,MLAC,MALACCA STRAITS ACQ CO LTD,2020-08-06,2023-06-16
19647,2020-08-21,12,3,9999,M7070010,NNOX,NANO X IMAGING LTD,2020-08-21,2023-12-29
19648,2020-08-07,11,3,9999,67086U30,OLB,OLB GROUP INC,2020-08-07,2023-12-29
19649,2021-07-22,11,3,9999,30735910,FFIE,FARADAY FUTURE INTEL ELCTRC INC,2020-08-28,2023-12-29
19650,2022-06-16,11,3,9999,69833W10,PBLA,PANBELA THERAPEUTICS INC NEW,2020-08-28,2023-12-29
19652,2020-08-21,11,3,9999,92840T10,VMAC,VISTAS MEDIA ACQUISITION CO INC,2020-08-21,2022-02-03
19653,2020-09-15,11,3,9999,69014510,OM,OUTSET MEDICAL INC,2020-09-15,2023-12-29
19654,2020-09-16,11,1,7371,83344510,SNOW,SNOWFLAKE INC,2020-09-16,2023-12-29
19655,2020-09-16,11,3,9999,85914M10,STEP,STEPSTONE GROUP INC,2020-09-16,2023-12-29
19656,2020-09-16,12,3,9999,M6191J10,FROG,JFROG LTD,2020-09-16,2023-12-29
19657,2020-09-17,11,1,7372,03044L10,AMWL,AMERICAN WELL CORP,2020-09-17,2023-12-29
19658,2021-03-22,18,1,6531,11135E20,BNL,BROADSTONE NET LEASE INC,2020-09-17,2023-12-29
19659,2020-09-17,11,3,9999,69526K10,PTVE,PACTIV EVERGREEN INC,2020-09-17,2023-12-29
19660,2020-09-17,11,3,9999,86646P10,SUMO,SUMO LOGIC INC,2020-09-17,2023-05-11
19661,2010-03-31,31,1,1381,29358Q10,ESV,E N S C O PLC,2009-12-23,2012-05-21
19663,2009-02-27,31,2,4813,46186X10,IHO,INVITEL HOLDINGS A S,2009-02-27,2010-02-17
19664,2014-07-25,31,3,9999,45780Q10,INNL,INNOCOLL A G,2014-07-25,2016-03-15
19665,2019-11-18,31,3,9999,08205340,BNTC,BENITEC BIOPHARMA LTD,2015-08-18,2020-04-14
19666,2016-01-19,31,3,9999,78470H10,SPI,S P I ENERGY CO LTD,2016-01-19,2017-09-18
19667,2018-02-07,31,3,9999,86724Y10,SNDE,SUNDANCE ENERGY AUSTRALIA LTD,2016-09-02,2019-11-25
19670,2019-06-20,11,3,9999,74317H10,PAAC,PROFICIENT ALPHA ACQ CORP,2019-06-20,2020-06-16
19671,2019-10-01,31,3,9999,05379210,RCEL,AVITA MEDICAL LTD,2019-10-01,2020-06-29
19674,1999-03-03,31,3,8713,45103T10,ICLR,ICON PLC,1998-05-15,2013-02-01
19675,2000-07-12,11,3,7379,83408W10,SOHU,SOHU COM INC,2000-07-12,2018-05-31
19679,2020-09-23,11,3,9999,38246G10,GDRX,GOODRX HOLDINGS INC,2020-09-23,2023-12-29
19680,2020-10-02,11,3,9999,52634L10,LNSR,LENSAR INC,2020-10-02,2023-12-29
19681,2020-09-25,11,3,9999,74065P10,PRLD,PRELUDE THERAPEUTICS INC,2020-09-25,2023-12-29
19682,2020-09-25,11,3,9999,69353Y10,PMVP,P M V PHARMACEUTICALS INC,2020-09-25,2023-12-29
19721,2004-07-01,11,1,7389,92552R40,VVI,VIAD CORP,1935-07-01,2023-12-29
19743,2020-09-30,31,1,4121,98459U10,YALA,YALLA GROUP LTD,2020-09-30,2023-12-29
19744,2022-06-03,31,1,0,09950L20,BQ,BOQII HOLDING LTD,2020-09-30,2023-12-29
19745,2020-09-02,73,4,6726,00768Y45,MSOS,ADVISORSHARES TRUST,2020-09-02,2023-12-29
19746,2020-09-30,11,1,7379,04342Y10,ASAN,ASANA INC,2020-09-30,2023-12-29
19747,2020-09-25,44,1,6726,09260U10,BCAT,BLACKROCK CAPITAL ALLOCATION TR,2020-09-25,2023-12-29
19751,2021-07-26,11,3,6799,54949810,LCID,LUCID GROUP INC,2020-09-18,2023-12-29
19752,2020-09-21,11,1,1382,24790A10,DEN,DENBURY INC,2020-09-21,2023-11-01
19754,2020-09-23,12,2,1081,30069C80,EXN,EXCELLON RESOURCES INC,2020-09-23,2023-01-30
19755,2022-12-12,73,3,6726,30151E68,TDSE,EXCHANGE LISTED FUNDS TRUST,2020-09-17,2023-12-29
19758,2022-12-12,73,3,6726,30151E69,TDSD,EXCHANGE LISTED FUNDS TRUST,2020-09-17,2023-12-29
19759,2022-12-12,73,3,6726,30151E71,TDSC,EXCHANGE LISTED FUNDS TRUST,2020-09-17,2023-12-29
19760,2022-12-12,73,3,6726,30151E72,TDSB,EXCHANGE LISTED FUNDS TRUST,2020-09-17,2023-12-29
19761,2022-12-12,73,3,6726,30151E73,TDSA,EXCHANGE LISTED FUNDS TRUST,2020-09-17,2023-11-14
19762,2020-09-17,73,4,6726,31609237,FLRG,FIDELITY COVINGTON TRUST,2020-09-17,2023-12-29
19767,2020-09-25,11,1,7389,36201910,GOAC,G O ACQUISITION CORP,2020-09-25,2022-08-16
19768,2020-09-21,73,4,6726,37954Y27,XYLG,GLOBAL X FUNDS,2020-09-21,2023-12-29
19769,2020-09-10,73,4,6726,38149W10,GCOR,GOLDMAN SACHS E T F TRUST,2020-09-10,2023-12-29
19770,2020-09-03,73,4,6726,46431W56,CCRV,ISHARES U S ETF TRUST,2020-09-03,2023-12-29
19778,2020-09-23,11,2,2023,50736T10,LSF,LAIRD SUPERFOOD INC,2020-09-23,2023-12-29
19779,2021-08-10,12,1,7372,53229C10,LSPD,LIGHTSPEED COMMERCE INC,2020-09-11,2023-12-29
19782,2020-09-09,73,4,6726,53656F65,AAA,LISTED FUNDS TRUST,2020-09-09,2022-10-14
19784,2020-09-17,73,4,6726,63875W10,EQOP,NATIXIS E T F TRUST II,2020-09-17,2023-07-18
19785,2020-09-17,73,4,6726,63875W20,VNSE,NATIXIS E T F TRUST II,2020-09-17,2023-12-29
19786,2020-09-17,73,4,6726,63875W30,VNMC,NATIXIS E T F TRUST II,2020-09-17,2023-12-29
19787,2020-09-23,11,2,7389,69375F10,PTK,P T K ACQUISITION CORP,2020-09-23,2021-09-29
19788,2020-09-30,11,1,7371,69608A10,PLTR,PALANTIR TECHNOLOGIES INC,2020-09-30,2023-12-29
19789,2021-04-26,11,1,6799,71531R10,PSTH,PERSHING SQ TONTINE HLDGS LTD,2020-09-11,2022-07-25
19790,2020-09-24,73,4,6726,78468R52,BILS,SPDR SERIES TRUST,2020-09-24,2023-12-29
19791,2020-09-04,73,4,6726,82889N10,SPYC,SIMPLIFY EXCHANGE TRADED FUNDS,2020-09-04,2023-12-29
19792,2020-09-04,73,4,6726,82889N20,SPD,SIMPLIFY EXCHANGE TRADED FUNDS,2020-09-04,2023-12-29
19793,2020-09-04,73,4,6726,82889N30,SPUC,SIMPLIFY EXCHANGE TRADED FUNDS,2020-09-04,2023-12-29
19794,2020-09-18,11,1,7371,91332U10,U,UNITY SOFTWARE INC,2020-09-18,2023-12-29
19795,2020-09-25,31,1,3679,91823Y10,VIAO,V I A OPTRONICS A G,2020-09-25,2023-12-29
19797,2021-07-22,11,3,6799,57064P10,MKTW,MARKETWISE INC,2020-09-14,2023-12-29
19803,2021-09-20,11,1,8731,92561V10,RBOT,VICARIOUS SURGICAL INC,2020-09-04,2023-12-29
19804,2022-06-29,12,1,6726,G3166T10,PRPB,C C NEUBERGER PRINCIPAL HLDG II,2020-09-21,2022-07-22
19805,2022-10-27,12,2,6799,G3221910,HPX,H P X CORP,2020-09-08,2023-03-03
19806,2020-09-24,12,1,6799,G9879L10,YAC,YUCAIPA ACQUISITION CORP,2020-09-24,2021-12-14
19807,2020-10-09,11,1,3824,92888110,VNT,VONTIER CORP,2020-10-09,2023-12-29
19808,2021-06-25,11,3,9999,68622D10,ORGN,ORIGIN MATERIALS INC,2020-09-04,2023-12-29
19809,2022-11-23,11,3,9999,88024M10,TMPO,TEMPO AUTOMATION HOLDINGS INC,2020-09-17,2023-11-01
19810,2022-10-05,11,3,9999,01021X10,AKU,AKUMIN INC NEW,2020-09-03,2023-10-25
19811,2020-09-25,11,3,9999,03109410,AMST,AMESITE INC,2020-09-25,2023-12-29
19812,2020-09-18,11,3,9999,04746L10,ATHA,ATHIRA PHARMA INC,2020-09-18,2023-12-29
19813,2021-08-11,11,3,9999,87583X10,TNGX,TANGO THERAPEUTICS INC,2020-09-03,2023-12-29
19814,2020-09-18,11,3,9999,09074F20,BIVI,BIOVIE INC,2020-09-18,2023-12-29
19815,2020-09-16,73,3,6726,46138J46,BSCU,INVESCO ET SELF INDEX FD TR,2020-09-16,2023-12-29
19816,2020-09-16,73,3,6726,46138J45,BSJS,INVESCO ET SELF INDEX FD TR,2020-09-16,2023-12-29
19817,2020-09-16,73,3,6726,46138J44,BSMU,INVESCO ET SELF INDEX FD TR,2020-09-16,2023-12-29
19818,2020-09-23,11,3,9999,08265T20,BSY,BENTLEY SYSTEMS INC,2020-09-23,2023-12-29
19819,2020-09-30,31,3,9999,16955F10,CD,CHINDATA GROUP HOLDINGS LTD,2020-09-30,2023-12-18
19820,2020-09-24,73,3,6726,37954Y25,CHB,GLOBAL X FUNDS,2020-09-24,2023-12-29
19821,2020-09-18,31,3,9999,20451W10,CMPS,COMPASS PATHWAYS PLC,2020-09-18,2023-12-29
19822,2020-09-23,11,3,9999,22041X10,CRSR,CORSAIR GAMING INC,2020-09-23,2023-12-29
19823,2020-09-11,11,3,9999,22526510,CRTD,CREATD INC,2020-09-11,2022-09-06
19824,2021-06-09,11,3,9999,14171W10,CMAX,CAREMAX INC,2020-09-16,2023-12-29
19825,2020-09-17,11,3,9999,26818M10,DYN,DYNE THERAPEUTICS INC,2020-09-17,2023-12-29
19826,2020-09-14,11,3,9999,27468110,ERES,EAST RESOURCES ACQUISITION CO,2020-09-14,2023-12-29
19827,2020-09-18,11,3,9999,26873Y10,ETAC,E MERGE TECHNOLOGY ACQ CORP,2020-09-18,2022-09-02
19828,2011-12-27,11,3,5812,95058W10,WEN,WENDYS CO,1935-11-20,2023-12-29
19830,2021-06-28,11,3,9999,28489L10,ELMS,ELECTRIC LAST MILE SOLUTIONS INC,2020-09-21,2022-06-22
19831,2020-09-25,11,3,9999,39687910,GLSI,GREENWICH LIFESCIENCES INC,2020-09-25,2023-12-29
19832,2020-09-25,11,3,9999,37367850,GOVX,GEOVAX LABS INC,2020-09-25,2023-12-29
19833,2020-09-25,11,3,9999,38942Q10,GRAY,GRAYBUG VISION INC,2020-09-25,2023-12-29
19834,2020-09-29,11,3,9999,38286410,GRSV,GORES HOLDINGS V INC,2020-09-29,2021-08-04
19835,2021-07-01,11,3,9999,04634X10,ASTR,ASTRA SPACE INC,2020-09-25,2023-12-29
19837,2020-09-16,11,3,9999,59101E10,MTCR,METACRINE INC,2020-09-16,2023-02-08
19838,2021-07-19,11,3,9999,30049H10,EVLV,EVOLV TECHNOLOGIES HOLDINGS INC,2020-09-22,2023-12-29
19839,2020-09-29,31,3,9999,68730510,ORPH,ORPHAZYME A S,2020-09-29,2022-03-30
19840,2020-09-01,12,3,9999,M7779810,PRFX,PAINREFORM LTD,2020-09-01,2023-12-29
19841,2020-09-10,73,3,6726,92647X80,QQQN,VICTORY PORTFOLIOS II,2020-09-10,2023-12-29
19842,2020-09-21,73,3,6726,37954Y26,QYLG,GLOBAL X FUNDS,2020-09-21,2023-12-29
19843,2020-09-08,31,3,9999,82686Q10,SLN,SILENCE THERAPEUTICS PLC,2020-09-08,2023-12-29
19846,2020-09-25,12,3,9999,83013Q50,SYTA,SIYATA MOBILE INC,2020-09-25,2023-12-29
19847,2020-09-24,11,3,9999,87761910,TSHA,TAYSHA GENE THERAPIES INC,2020-09-24,2023-12-29
19848,2020-09-18,12,3,9999,G9440D10,VTRU,VITRU LTD,2020-09-18,2023-12-29
19849,2020-09-21,11,3,9999,86627T10,SMMT,SUMMIT THERAPEUTICS INC,2020-09-21,2023-12-29
19850,2020-10-09,11,3,9999,50107A10,KRON,KRONOS BIO INC,2020-10-09,2023-12-29
19851,2020-10-15,11,3,9999,04271T10,ARRY,ARRAY TECHNOLOGIES INC,2020-10-15,2023-12-29
19854,2020-10-15,11,3,9999,27627N10,EBC,EASTERN BANKSHARES INC,2020-10-15,2023-12-29
19855,2020-05-26,73,4,6726,46143U84,KLDW,INVESTMENT MANAGERS SERIES TRUST,2020-05-26,2023-12-29
19856,2020-11-24,11,1,7372,23821D10,MSP,DATTO HOLDING CORP,2020-10-21,2022-06-22
19857,2020-10-22,11,3,9999,57906310,MCFE,MCAFEE CORP,2020-10-22,2022-02-28
19858,2020-10-08,18,3,9999,74102L30,SQFT,PRESIDIO PROPERTY TRUST INC,2020-10-07,2023-12-29
19859,2020-10-28,11,1,6399,58450V10,MAX,MEDIAALPHA INC,2020-10-28,2023-12-29
19862,2022-08-15,11,3,9999,77664L20,ROOT,ROOT INC,2020-10-28,2023-12-29
19863,2022-10-31,73,4,6726,00888H50,OCTW,A I M E T F PRODUCTS TRUST,2020-10-01,2023-12-29
19864,2022-10-31,73,4,6726,00888H60,OCTT,A I M E T F PRODUCTS TRUST,2020-10-01,2023-12-29
19865,2020-10-15,73,4,6726,02507256,AVIG,AMERICAN CENTURY E T F TRUST,2020-10-15,2023-12-29
19866,2020-10-15,73,4,6726,02507268,AVSF,AMERICAN CENTURY E T F TRUST,2020-10-15,2023-12-29
19867,2020-10-15,11,1,6799,04906P10,ASAQ,ATLANTIC AVENUE ACQUISITION CORP,2020-10-15,2022-10-05
19868,2020-10-01,73,4,6726,09290C20,BFTR,BLACKROCK E T F TRUST,2020-10-01,2023-10-30
19869,2020-10-01,73,4,6726,09290C30,BTEK,BLACKROCK E T F TRUST,2020-10-01,2023-12-29
19870,2020-10-01,73,4,6726,09290C40,BMED,BLACKROCK E T F TRUST,2020-10-01,2023-12-29
19871,2020-10-28,44,1,6722,19249X10,PTA,COHEN & STEERS TAX ADV PFD S & I,2020-10-28,2023-12-29
19872,2020-10-21,73,4,6726,19423L69,TACE,COLLABORATIVE INV SERIES TRUST,2020-10-21,2021-09-22
19875,2020-10-05,11,1,6799,23327710,DMYD,DMY TECHNOLOGY GROUP INC II,2020-10-05,2021-04-20
19876,2021-05-11,73,4,6726,26922A13,PIFI,E T F SERIES SOLUTIONS,2020-10-02,2023-12-29
19877,2020-10-01,73,4,6726,26922B20,SPAK,E T F SERIES SOLUTIONS,2020-10-01,2022-08-29
19878,2020-10-29,73,4,6726,26923N10,ACVF,E T F OPPORTUNITIES TRUST,2020-10-29,2023-12-29
19880,2021-03-29,11,1,8741,57632310,MTZ,MASTEC INC,1972-12-14,2023-12-29
19885,2020-10-21,73,4,6726,30150564,INDF,EXCHANGE TRADED CONCEPTS TR,2020-10-21,2023-12-29
19886,2020-10-12,11,1,6799,31187510,FST,FAST ACQUISITION CORP,2020-10-12,2022-08-25
19891,2020-10-09,11,1,6799,34432810,BFT,FOLEY TRASIMENE ACQ CORP II,2020-10-09,2021-03-30
19892,2021-06-17,11,1,8059,00216W10,ATIP,A T I PHYSICAL THERAPY INC,2020-10-02,2023-12-29
19893,2020-10-08,11,1,7812,35953D10,FUBO,FUBOTV INC,2020-10-08,2023-12-29
19894,2021-02-16,11,1,1044,36803610,GATO,GATOS SILVER INC,2020-10-28,2023-12-29
19897,2020-10-06,12,2,1041,38149E10,GLDG,GOLDMINING INC,2020-10-06,2023-12-29
19898,2020-10-22,11,1,6162,40172N10,GHLD,GUILD HOLDINGS CO,2020-10-22,2023-12-29
19899,2020-11-24,31,1,6719,45175B10,IH,IHUMAN INC,2020-10-09,2023-12-29
19903,2020-10-08,73,4,6726,46435U47,HYBB,ISHARES TRUST,2020-10-08,2023-12-29
19905,2020-10-01,73,4,6726,46436E58,IWFH,ISHARES TRUST,2020-10-01,2023-12-29
19906,2020-10-19,73,4,6726,47103U84,JAAA,JANUS DETROIT STREET TRUST,2020-10-19,2023-12-29
19910,2020-10-30,31,1,6719,54975P10,LU,LUFAX HOLDING LTD,2020-10-30,2023-12-29
19911,2020-10-08,11,1,6799,66516T10,NGA,NORTHERN GENESIS ACQ CORP,2020-10-08,2021-05-06
19912,2020-11-24,31,1,5331,66981J10,MNSO,M I N I S O GROUP HOLDING LTD,2020-10-15,2023-12-29
19915,2020-10-16,73,4,6726,74347G79,ANEW,PROSHARES TRUST,2020-10-16,2023-12-29
19918,2020-10-30,11,1,3841,78472W10,SQZ,S Q Z BIOTECHNOLOGIES CO,2020-10-30,2023-07-03
19919,2021-04-29,11,1,6799,85859N10,STEM,STEM INC,2020-10-08,2023-12-29
19920,2022-10-12,11,2,6799,87403Q10,TWND,TAILWIND ACQUISITION CORP,2020-10-23,2023-12-29
19921,2020-10-02,73,4,6726,88636488,TGIF,TIDAL E T F TRUST,2020-10-02,2023-12-29
19922,2020-10-16,31,1,4813,88706T10,TIMB,T I M S A,2020-10-16,2023-12-29
19923,2020-10-27,73,4,6726,90214Q69,LSAT,TWO ROADS SHARED TRUST,2020-10-27,2023-12-29
19926,2020-10-27,73,4,6726,90214Q71,ACTV,TWO ROADS SHARED TRUST,2020-10-27,2023-12-29
19927,2020-10-19,12,1,6282,G1797711,BUR,BURFORD CAPITAL LTD,2020-10-19,2023-12-29
19928,2021-03-12,11,1,6799,68989M10,OUST,OUSTER INC,2020-10-09,2023-12-29
19929,2020-10-30,12,1,6799,G2372610,CRHC,COHN ROBBINS HOLDINGS CORP,2020-10-30,2022-11-09
19930,2022-12-19,11,3,6799,12510Q10,CCCS,C C C INTEL SOLUTIONS HLDGS INC,2020-10-05,2023-12-29
19931,2020-10-12,12,1,6799,G4604910,HZAC,HORIZON ACQUISITION CORP,2020-10-12,2021-10-18
19934,2021-04-26,12,1,6799,G4939210,IACA,ION ACQUISITION CORP 1 LTD,2020-10-27,2021-06-29
19935,2021-07-15,11,1,3577,57064N10,MKFG,MARKFORGED HOLDING CORP,2020-10-08,2023-12-29
19936,2020-10-05,12,1,6799,G7417R10,RBAC,REDBALL ACQUISITION CORP,2020-10-05,2022-08-16
19937,2020-10-29,11,3,9999,52706410,LESL,LESLIES INC,2020-10-29,2023-12-29
19938,2020-10-29,11,3,9999,01749D10,ALGM,ALLEGRO MICROSYSTEMS INC,2020-10-29,2023-12-29
19939,2020-10-30,11,3,9999,04683R10,AVIR,ATEA PHARMACEUTICALS INC,2020-10-30,2023-12-29
19942,2020-10-22,31,3,9999,00038020,ABCM,ABCAM PLC,2020-10-22,2023-12-05
19943,2020-10-28,12,3,9999,00386B10,ABST,ABSOLUTE SOFTWARE CORP,2020-10-28,2023-07-26
19944,2020-10-16,11,3,9999,01626L10,ALGS,ALIGOS THERAPEUTICS INC,2020-10-16,2023-12-29
19945,2020-10-02,11,3,9999,00402L10,ASO,ACADEMY SPORTS & OUTDOORS INC,2020-10-02,2023-12-29
19946,2020-10-01,11,3,9999,60510V10,AVO,MISSION PRODUCE INC,2020-10-01,2023-12-29
19947,2020-10-08,11,3,9999,05479K10,AZYO,AZIYO BIOLOGICS INC,2020-10-08,2023-12-29
19948,2020-10-28,11,3,9999,09075X10,BDSX,BIODESIX INC,2020-10-28,2023-12-29
19949,2020-10-22,12,3,9999,G0904B10,BLSA,B C L S ACQUISITION CORP,2020-10-22,2022-10-26
19950,2021-10-21,11,1,6799,96209A10,WE,WEWORK INC,2020-10-21,2023-11-03
19951,2020-10-08,12,3,9999,G1702T11,BTAQ,BURGUNDY TECHNOLOGY ACQ CORP,2020-10-08,2022-03-01
19952,2021-06-11,11,3,9999,74765K10,QSI,QUANTUM SI INC,2020-10-26,2023-12-29
19953,2020-10-02,11,3,9999,12529R10,CCCC,C4 THERAPEUTICS INC,2020-10-02,2023-12-29
19954,2020-10-14,11,3,9999,19201010,CDAK,CODIAK BIOSCIENCES INC,2020-10-14,2023-04-04
19955,2021-03-09,11,3,9999,92671V10,VIEW,VIEW INC,2020-10-15,2023-12-29
19956,2021-07-23,11,3,9999,81663L10,SMFR,SEMA4 HOLDINGS CORP,2020-10-26,2023-12-29
19957,2020-10-29,73,3,6726,37954Y22,CTEC,GLOBAL X FUNDS,2020-10-29,2023-12-29
19958,2020-10-16,11,3,9999,27008710,EAR,EARGO INC,2020-10-16,2023-12-29
19961,2020-10-08,73,3,6726,46436E74,EMXF,ISHARES TRUST,2020-10-08,2023-12-29
19962,2020-10-23,11,3,9999,34417410,FHTX,FOGHORN THERAPEUTICS INC,2020-10-23,2023-12-29
19963,2020-10-16,12,3,9999,G3728810,FTOC,FTAC OLYMPUS ACQUISITION CORP,2020-10-16,2021-06-25
19964,2020-10-14,11,3,9999,33836P10,FVAM,5 01 ACQUISITION CORP,2020-10-14,2022-10-17
19965,2020-10-29,11,3,9999,36322Q10,GLTO,GALECTO INC,2020-10-29,2023-12-29
19966,2022-04-06,12,3,9999,61559X10,MLTX,MOONLAKE IMMUNOTHERAPEUTICS,2020-10-20,2023-12-29
19969,2020-10-02,11,3,9999,45257U10,IMNM,IMMUNOME INC,2020-10-02,2023-12-29
19970,2021-02-10,11,3,9999,59169710,MILE,METROMILE INC,2020-10-23,2022-07-27
19972,2020-10-30,11,3,9999,45635710,ITAC,INDUSTRIAL TECH ACQ INC,2020-10-30,2021-10-07
19973,2020-10-30,11,3,9999,48208F10,JUPW,JUPITER WELLNESS INC,2020-10-30,2023-12-29
19974,2020-10-16,11,3,9999,49763410,KRBP,KIROMIC BIOPHARMA INC,2020-10-16,2023-09-13
19977,2020-10-02,12,3,9999,G5275310,KSMT,KISMET ACQUISITION ONE CORP,2020-10-02,2021-08-26
19978,2022-05-24,11,3,9999,55374510,MSPR,M S P RECOVERY INC,2020-10-13,2023-12-29
19979,2020-10-01,11,3,9999,74584810,LUNG,PULMONX CORP,2020-10-01,2023-12-29
19980,2020-10-01,31,3,9999,53934A11,LXEH,LIXIANG EDUCATION HLDG CO LTD,2020-10-01,2023-12-29
19981,2020-10-02,11,3,9999,68236R10,ONCR,ONCORUS INC,2020-10-02,2023-06-20
19982,2020-10-16,31,3,9999,68386J20,OPT,OPTHEA LTD,2020-10-16,2023-12-29
19985,2020-10-02,11,3,9999,74275C20,PCSA,PROCESSA PHARMACEUTICALS INC,2020-10-02,2023-12-29
19986,2020-10-16,11,3,9999,74006W10,PRAX,PRAXIS PRECISION MEDICINES INC,2020-10-16,2023-12-29
19987,2020-10-13,73,3,6726,46138G63,QQQJ,INVESCO E T F TRUST II,2020-10-13,2023-12-29
19988,2020-10-13,73,3,6726,46138G64,QQQM,INVESCO E T F TRUST II,2020-10-13,2023-12-29
19989,2020-10-05,11,3,9999,75048110,RADI,RADIUS GLOBAL INFRASTRUCTURE INC,2020-10-05,2023-09-20
19990,2020-10-05,11,3,9999,83407F10,SAII,SOFTWARE ACQ GROUP INC II,2020-10-05,2021-08-13
19993,2020-10-09,11,3,9999,85209E10,SPRB,SPRUCE BIOSCIENCES INC,2020-10-09,2023-12-29
19994,2020-10-09,11,3,9999,82024L10,STTK,SHATTUCK LABS INC,2020-10-09,2023-12-29
19995,2020-10-16,11,3,9999,87650L10,TARS,TARSUS PHARMACEUTICALS INC,2020-10-16,2023-12-29
19996,2020-10-01,11,3,9999,88602920,THRY,THRYV HOLDINGS INC,2020-10-01,2023-12-29
19997,2020-10-01,11,3,9999,89002320,TOMZ,TOMI ENVIRONMENTAL SOLUTIONS INC,2020-10-01,2023-12-29
19998,2020-10-29,73,3,6726,37954Y23,VPN,GLOBAL X FUNDS,2020-10-29,2023-12-29
19999,2020-10-21,12,3,9999,G6180C10,YGMZ,MINGZHU LOGISTICS HOLDINGS LTD,2020-10-21,2023-12-29
20053,2019-11-26,11,1,6022,87161C50,SNV,SYNOVUS FINANCIAL CORP,1978-08-10,2023-12-29
20057,2020-11-17,11,3,9999,92556V10,VTRS,VIATRIS INC,2020-11-17,2023-12-29
20058,2020-11-19,11,3,9999,68062P10,OLMA,OLEMA PHARMACEUTICALS INC,2020-11-19,2023-12-29
20059,2020-11-20,11,3,9999,56600D10,MRVI,MARAVAI LIFESCIENCES HLDGS INC,2020-11-20,2023-12-29
20062,2020-11-20,11,3,9999,83601L10,SHC,SOTERA HEALTH CO,2020-11-20,2023-12-29
20063,2020-11-09,73,4,6726,38149W82,GINN,GOLDMAN SACHS E T F TRUST,2020-11-09,2023-12-29
20064,2020-12-01,11,1,7359,00258W10,AAN,AARONS CO INC,2020-12-01,2023-12-29
20065,2020-12-01,11,3,6712,20602D10,CNXC,CONCENTRIX CORP,2020-12-01,2023-12-29
20066,2020-11-23,73,3,6726,82965820,BLCN,SIREN E T F TRUST,2020-11-23,2023-12-29
20067,2021-06-01,11,3,6799,83406F10,SOFI,SOFI TECHNOLOGIES INC,2020-11-30,2023-12-29
20068,2020-11-30,12,1,6799,G8251L10,IPOF,SOCIAL CAP HEDO HLDGS CORP VI,2020-11-30,2022-10-14
20069,2020-11-30,12,1,6799,G8251410,IPOD,SOCIAL CAP HEDO HLDGS CORP IV,2020-11-30,2022-10-14
20070,2022-05-02,73,4,6726,02072L87,GDMA,E A SERIES TRUST,2020-11-02,2023-12-29
20071,2020-11-17,12,1,6282,12549110,CIXX,C I FINANCIAL CORP,2020-11-17,2023-01-19
20072,2021-07-02,11,3,6799,30052F10,EVGO,EVGO INC,2020-11-20,2023-12-29
20073,2020-11-18,73,4,6726,25434V10,DFAU,DIMENSIONAL E T F TRUST,2020-11-18,2023-12-29
20074,2020-11-18,73,4,6726,25434V20,DFAI,DIMENSIONAL E T F TRUST,2020-11-18,2023-12-29
20075,2020-11-12,73,4,6726,25460G73,MOON,DIREXION SHARES E T F TRUST,2020-11-12,2023-12-29
20078,2020-11-06,11,1,6799,29465E10,EQD,EQUITY DISTRIBUTION ACQ CORP,2020-11-06,2022-09-16
20081,2020-11-06,11,1,6799,30158L10,ENPC,EXECUTIVE NETWORK PARTNER CORP,2020-11-06,2022-10-24
20082,2022-06-29,11,1,7389,68386H10,OPFI,OPPFI INC,2020-11-20,2023-12-29
20083,2020-11-27,11,1,6799,33765Y10,FMAC,FIRSTMARK HORIZON ACQ CORP,2020-11-27,2022-03-28
20084,2022-01-03,73,4,6726,40203185,SOLR,GUINNESS ATKINSON FUNDS,2020-11-12,2023-12-29
20086,2020-11-17,73,4,6726,46641Q29,BBSC,J P MORGAN E T F TRUST,2020-11-17,2023-12-29
20089,2020-11-24,73,4,6726,50076761,KFVG,KRANESHARES TRUST,2020-11-24,2023-12-29
20090,2020-11-24,73,4,6726,50076764,KVLE,KRANESHARES TRUST,2020-11-24,2023-12-29
